,Course ID,Subject,Number,Title,Description
877,5407,COMP,348,Principles of Programming Languages,"Survey of programming paradigms: Imperative, functional, and logic programming. Issues in the design and implementation of programming languages. Declaration models: binding, visibility, and scope. Type systems, including static and dynamic typing. Parameter passing mechanisms. Hybrid language design. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COMP 249.




"
878,5409,COMP,352,Data Structures and Algorithms,"Abstract data types: stacks and queues, trees, priority queues, dictionaries. Data structures: arrays, linked lists, heaps, hash tables, search trees. Design and analysis of algorithms: asymptotic notation, recursive algorithms, searching and sorting, tree traversal, graph algorithms. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COMP 232 previously or concurrently; COMP 249.
NOTE: Students who have received credit for COEN 352 may not take this course for credit.



"
879,5410,COMP,353,Databases,"Introduction to database management systems. Conceptual database design: the entity-relationship model. The relational data model and relational algebra: functional dependencies and normalization. The SQL language and its application in defining, querying, and updating databases; integrity constraints; triggers. Developing database applications. Other data models: Datalog. Object-oriented data model and ODL. Semi-structured data. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.
Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352.




"
880,5411,COMP,354,Introduction to Software Engineering,"Software development process models (e.g. linear vs. iterative). Project management; roles, activities and deliverables for each software life cycle phase. Requirements management: analysis, elicitation, and scope. Architecture, design and the mapping of requirements to design and design to implementation. Traceability. Software quality assurance: verification, validation and the role of testing. Maintenance and evolution. Project. Lectures: three hours per week. Tutorial: one hour per week. Laboratory: two hours per week.
Prerequisite: COMP 352; ENCS 282.
NOTE: 1. Students who have received credit for SOEN 341 may not take this course for credit.
NOTE: Students in the BEng in Software Engineering program may not take this course for credit.


"
881,5412,COMP,361,Elementary Numerical Methods,"Vector and matrix norms. Numerical methods for solving linear systems, Gaussian elimination, LU decomposition, error analysis. Numerical solution of nonlinear equations, Newton's method, fixed point iterations. Interpolation and approximation, Taylor, Lagrange, Chebyshev and Legendre polynomials. Cubic spline interpolation. Numerical differentiation, numerical integration, Gauss quadrature. Discrete least-squares approximation. Initial value problems in ordinary differential equations, stiff differential equations. Boundary value problems in ordinary differential equations. Lectures: three hours per week. Tutorial: one hour per week.
Prerequisite: COMP 232, 249.
NOTE: Students who have received credit for ENGR 391 or MAST 334 may not take this course for credit.



"
882,5414,COMP,367,Techniques in Symbolic Computation,"Symbolic computation and its use in pure and applied mathematics, in particular in algebra, number theory, cryptography, coding theory, and combinatorics. Programming in a symbolic computing system (e.g. MAPLE).
Prerequisite: COMP 232 or MAST 217; COMP 248 or MAST 234.
NOTE: Students who have received credit for MAST 332 may not take this course for credit.



"
883,5415,COMP,371,Computer Graphics,"Introduction to computer graphics and graphics hardware. Introduction to graphics API and graphics systems architecture. Mathematics of 2D and 3D transformations, and 2D and 3D viewing. Colour and basic rendering algorithms. Visual realism and visibility. Illumination and shading, global illumination techniques, and textures. Introduction to curves and surfaces, and 3D object modelling. Introduction to computer animation. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 232 or COEN 231; COMP 352 or COEN 352.




"
884,5416,COMP,376,Introduction to Game Development,"Introduction to design and implementation aspects of computer gaming: basic game design, storytelling and narratives, and game genres. Virtual environments, 2D and 3D game engines, and game development tools. Character development, gameplay strategies, level design in games, and user interfaces. Architecture of game consoles, analog and digital controllers, and the incorporation of graphics, sound, and music in game implementations. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 371 previously"
885,5446,COMP,426,Multicore Programming,"Fundamental concepts of computer architecture. Architecture of the selected multicore platform. Review of shared-memory parallel programming. The difficulties inherent to parallel programming. Scalability of program-ming models. The stream programming model for multicore. Implicit and explicit threading. Implicit and explicit orchestration of data movement, both on chip and off. Adapting standard algorithms to multicore. Critical assessment of the available system-software support. Project. Lectures: three hours per week. Laboratory: two hours per week.
Prerequisite: COMP 346 or COEN 346.




"
886,5447,COMP,427,ADV TOPICS MICROPROC SYSTEMS,Please see UGRD Calendar
