CourseId,Title,Subject,Number,Description,seeAlso,Topic,Outline
46761,SELECTED TOPICS IN GERMAN,GERM,399,Please see UGRD Calendar,,,
46762,ADVANCED TOPICS IN GERMAN,GERM,499,Please see UGRD Calendar,,,
46763,SPEC TOPICS/INVESTMENT MGMNT,GIIM,695,Please see GRAD Calendar,,,
46764,SELECT TOPICS IN HEALTH EDUC,HEAL,397,Please see UGRD Calendar,,,
46765,SELECT TOPICS IN HEALTH EDUC,HEAL,398,Please see UGRD Calendar,,,
46766,SELECTED TOPICS:HEALTH EDUC,HEAL,495,Please see UGRD Calendar,,,
46767,ADV TOPICS IN HEALTH EDUCAT,HEAL,596,Please see GRAD Calendar,,,
46768,TOPICS IN HEBREW LITERATURE,HEBR,310,Please see UGRD Calendar,,,
46769,SPECIAL TOPICS SEMINAR,HENV,665,Please see GRAD Calendar,,,
46770,SELECTED TOPICS IN HISTORY,HIST,291,Please see UGRD Calendar,,,
46771,SELECTED TOPICS IN HISTORY,HIST,298,Please see UGRD Calendar,,,
46772,SELECTED TOPICS IN HISTORY,HIST,299,Please see UGRD Calendar,,,
46773,SEL TOPS IN PUBLIC HISTORY,HIST,387,Please see UGRD Calendar,,,
46774,Selected Topics in History,HIST,398,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46775,SELECTED TOPICS IN HISTORY,HIST,399,Please see UGRD Calendar,,,
46776,ADV.STUDY IN BRITISH HISTORY,HIST,439,Please see UGRD Calendar,,,
46777,ADV. STUDY IN AFRICAN HIST,HIST,470,Please see UGRD Calendar,,,
46778,ADV STUDY/HUMAN RIGHTS/JUST,HIST,477,Please see UGRD Calendar,,,
46779,ADV TOPICS IN WOMEN S HIST,HIST,479,Please see UGRD Calendar,,,
46780,ADVANCED TOPICS IN HISTORY,HIST,498,Please see UGRD Calendar,https://www.concordia.ca/artsci/history/programs/critical-museology.html,,
46781,ADVANCED TOPICS IN HISTORY,HIST,499,Please see UGRD Calendar,,,
46782,ADVANCED TOPICS IN HISTORY,HIST,593,Please see GRAD Calendar,,,
46783,ADVANCED TOPICS IN HISTORY,HIST,596,Please see GRAD Calendar,,,
46784,SEL TOPICS IN US HISTORY,HIST,630,Please see GRAD Calendar,,,
46785,SEL TOPS NON-WESTERN HISTORY,HIST,640,Please see GRAD Calendar,,,
46786,SEL TOPS IN HIST OF GENDER,HIST,660,Please see GRAD Calendar,,,
46787,SEL TOPS IN EUROPEAN HISTORY,HIST,810,Please see GRAD Calendar,,,
46788,SEL TOPS IN CANADIAN HISTORY,HIST,820,Please see GRAD Calendar,,,
46789,SEL TOPICS IN US HISTORY,HIST,830,Please see GRAD Calendar,,,
46790,SEL TOPS NON-WESTERN HISTORY,HIST,840,Please see GRAD Calendar,,,
46791,SEL TOPS IN HIST OF GENOCIDE,HIST,850,Please see GRAD Calendar,,,
46792,SELECTED TOPICS IN HISTORY,HIST,870,Please see GRAD Calendar,,,
46793,SELCTED TOPICS IN HISTORY,HISZ,298,Please see UGRD Calendar,,,
46794,SPECIAL TOPICS IN HUMAN-ADV,HUMA,216,Please see UGRD Calendar,,,
46795,TOPICS IN INT L BUSINESS,IBUS,471,Please see UGRD Calendar,,,
46796,SPECIAL TOPICS IN IDYS,IDYS,498,Please see UGRD Calendar,,,
46797,SPECIAL TOPICS IN IDYS,IDYS,499,Please see UGRD Calendar,,,
46798,SPEC TOP/INVESTMENT MGMNT,IMBA,695,Please see GRAD Calendar,,,
46799,SPECIAL TOPICS IN IMCA,IMCA,398,"Prerequisite: Second-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
NOTE: Specific topics, and additional prerequisites if required, are stated in the
Undergraduate Class Schedule.
*30 credits completed in degree program.",,,
46800,SPECIAL TOPICS IN INTERMEDIA,IMCA,399,"Prerequisite: Second-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
NOTE: Specific topics, and additional prerequisites if required, are stated in the
Undergraduate Class Schedule.
*30 credits completed in degree program.",,,
46801,SPECIAL TOPICS IN IMCA,IMCA,499,"Prerequisite: Third-year standing* in the Intermedia (Video, Performance and Electronic
Arts) program or written permission of the Department. This studio course provides an
opportunity for study and practice of specialized aspects of intermedia.
*60 credits completed in degree program.",,,
46802,MASTER'S LEVEL STUDIES,INDI,686,Please see GRAD Calendar,,,
46803,MASTER'S LEVEL STUDIES,INDI,698,Please see GRAD Calendar,,,
46804,DOCTORAL LEVEL STUDIES,INDI,886,Please see GRAD Calendar,,,
46805,DOCTORAL LEVEL STUDIES,INDI,898,Please see GRAD Calendar,,,
46806,TOPICS/INDUSTRIAL ENGG.,INDU,498,Please see UGRD Calendar,,,
46807,TOPICS IN INDUSTRIAL ENGR,INDU,691,Please see GRAD Calendar,,,
46808,TOPICS IN MUSIC THEORY/COMP.,INMS,398,Please see UGRD Calendar,,,
46809,SPEC.TOPIC MUSIC THEO/COMP,INMS,399,Please see UGRD Calendar,,,
46810,SPEC.TOP.THEORY/COMPOSITION,INMS,498,Please see UGRD Calendar,,,
46811,SPEC.TOPIC MUSIC THEO/COMP.,INMS,499,Please see UGRD Calendar,,,
46812,TOPICS/INFORMAT N SYS ENGR,INSE,691,Please see GRAD Calendar,,,
46813,SPECIAL TOPICS,INTE,298,Please see UGRD Calendar,,,
46814,SEL TOP - INTERDISCIP STUD,INTE,300,Please see UGRD Calendar,,,
46815,SELECT TOPIC-INTERDIS STUD,INTE,301,Please see UGRD Calendar,,,
46816,SELECTED TOPICS WOMEN STUDY,INTE,307,Please see UGRD Calendar,,,
46817,SPEC TOP IN WOMEN STUDIES 11,INTE,309,Please see UGRD Calendar,,,
46818,SELECT TOPICS 3RD WORLD STUD,INTE,353,Please see UGRD Calendar,,,
46819,SELECT TOPICS INTE STUDIES,INTE,393,Please see UGRD Calendar,,,
46820,SPECIAL TOPICS,INTE,398,Please see UGRD Calendar,,,
46821,SPECIAL TOPICS,INTE,399,Please see UGRD Calendar,,,
46822,"SELEC TOPICS IN WOMEN""S STUD",INTE,407,Please see UGRD Calendar,,,
46823,"SELEC TOPICS IN WOMEN""S STUD",INTE,409,Please see UGRD Calendar,,,
46824,SELEC TOPICS-3RD WORLD STUD,INTE,453,Please see UGRD Calendar,,,
46825,SEL TOPICS-SOC RESP-SCIENCE,INTE,461,Please see UGRD Calendar,,,
46826,SEL TOPICS- SOC RESP-SCIENCE,INTE,463,Please see UGRD Calendar,,,
46827,SPECIAL TOPICS,INTE,498,Please see UGRD Calendar,,,
46828,SPECIAL TOPICS,INTE,499,Please see UGRD Calendar,,,
46829,Selected Topics in Irish Studies,IRST,298,Please see UGRD Calendar,,,
46830,SEL TOP/CDN IRISH STUDIES,IRST,299,Please see UGRD Calendar,,,
46831,Special Topics in Irish Studies,IRST,398,Please see UGRD Calendar,,,
46832,SEL TOPICS IN CAN IRISH STUD,IRST,399,Please see UGRD Calendar,,,
46833,Advanced Topics in Irish Studies,IRST,498,Please see UGRD Calendar,,,
46834,SELECTED TOPICS IN ITALIAN,ITAL,298,Please see UGRD Calendar,,,
46835,SPECIAL TOPICS IN ITALIAN,ITAL,299,Please see UGRD Calendar,,,
46836,SELECTED TOPICS IN ITALIAN,ITAL,398,Please see UGRD Calendar,,,
46837,SELECTED TOPICS IN ITALIAN,ITAL,399,Please see UGRD Calendar,,,
46838,ADVANCED TOPICS IN ITALIAN,ITAL,498,Please see UGRD Calendar,,,
46839,ADVANCED TOPICS IN ITALIAN,ITAL,499,Please see UGRD Calendar,,,
46840,SPECIAL TOPICS IN JAZZ,JAZZ,398,"A seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,
46841,SPECIAL TOPICS IN JAZZ,JAZZ,498,"An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,
46842,SPECIAL TOPICS IN JHIS,JHIS,398,"This course provides an opportunity for the study of special topics in jazz history.
Prerequisite: Written permission of the Department of Music.",,,
46843,SPECIAL TOPICS IN JOURNALISM,JOUR,298,Please see UGRD Calendar,,,
46844,SPECIAL TOPICS IN JOURNALISM,JOUR,398,Please see UGRD Calendar,,,
46845,SPECIAL TOPICS IN JOURNALISM,JOUR,425,Please see UGRD Calendar,,,
46846,SPECIAL TOPICS IN JOURNALISM,JOUR,426,Please see UGRD Calendar,,,
46847,ADV. SPECIAL TOPICS IN JOUR.,JOUR,498,Please see UGRD Calendar,,,
46848,SPECIAL TOPICS IN JOURNALISM,JOUR,525,Please see GRAD Calendar,,,
46849,SPECIAL TOPICS IN JOURNALISM,JOUR,526,Please see GRAD Calendar,,,
46850,SPECIAL TOPICS IN JPER,JPER,398,"A study of a selected area not available in other courses in jazz performance.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,
46851,SPECIAL TOPICS IN JPER,JPER,498,"An advanced study of a selected area not available in other courses in jazz performance.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,
46852,SPECIAL TOPICS IN JPER,JPER,499,"An advanced study of a selected area not available in other courses in jazz performance.
Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music.",,,
46853,LBCL SELECTED TOPICS,LBCL,298,Please see UGRD Calendar,,,
46854,LBCL SELECTED TOPICS,LBCL,299,Please see UGRD Calendar,,,
46855,LBCL SEL TOPICS,LBCL,398,Please see UGRD Calendar,,,
46856,LBCL SELECTED TOPICS,LBCL,399,Please see UGRD Calendar,,,
46857,LBCL HONOURS SEMINAR,LBCL,498,Please see UGRD Calendar,,,
46858,ADV TOPICS LBCL,LBCL,499,Please see UGRD Calendar,,,
46859,SELECT TOP - LEISURE STUDIES,LEIS,398,Please see UGRD Calendar,,,
46860,SELECTED TOPICS IN LESR,LESR,298,Please see UGRD Calendar,,,
46861,INTERMED SELECTED TOPIC-LESR,LESR,398,Please see UGRD Calendar,,,
46862,INTER.SEL.TOPICS/LEISURE ST.,LESR,399,Please see UGRD Calendar,,,
46863,ADVANCED TOPICS IN LESR,LESR,498,Please see UGRD Calendar,,,
46864,SELECT TOPICS IN LIBR SCIE,LIBR,475,Please see UGRD Calendar,,,
46865,SELECTED TOPICS IN LIBS,LIBS,298,Please see UGRD Calendar,,,
46866,SELECT TOPIC IN LIBRARY STUD,LIBS,374,Please see UGRD Calendar,,,
46867,SELECT TOPIC IN LIBRARY STUD,LIBS,376,Please see UGRD Calendar,,,
46868,SELECTED TOPICS IN LIBS.ST.,LIBS,398,Please see UGRD Calendar,,,
46869,ADV TOP IN LIBRARY STUDIES,LIBS,478,Please see UGRD Calendar,,,
46870,ADV TOP IN LIBRARY STUDIES,LIBS,479,Please see UGRD Calendar,,,
46871,ADV TOP IN LIBRARY STUDIES,LIBS,480,Please see UGRD Calendar,,,
46872,ADVANCED TOPICS IN LIBS,LIBS,498,Please see UGRD Calendar,,,
46873,SELECTED TOPICS IN LING,LING,298,Please see UGRD Calendar,,,
46874,SELECTED TOPICS/LINGUISTICS,LING,398,Please see UGRD Calendar,,,
46875,SELECTED TOPICS IN LING,LING,399,Please see UGRD Calendar,,,
46876,Interfaces in Linguistic Theory,LING,429,"This course presents, in considerable depth, current research on the formal relationships which hold between the modules of grammar, e.g. phonology-syntax, or syntax-semantics. The general problem of interfaces, and their relationship to assumptions such as modularity, are discussed. The particular interface covered may vary from year to year.

NOTE: Students may take this course twice for credit provided the subject matter is
different. Students who have received credit for a particular topic under a LING 498 number may not take this course for credit unless the subject matter is different.",,,
46877,SPEC TOPICS IN LINGUISTICS,LING,491,Please see UGRD Calendar,,,
46878,SPECIAL TOPICS IN LING I,LING,492,Please see UGRD Calendar,,,
46879,SPECIAL TOPICS IN LING II,LING,493,Please see UGRD Calendar,,,
46880,ADVANCED TOPICS IN LINGUSTICS,LING,498,Please see UGRD Calendar,,,
46881,ADVANCED TOPICS IN LING,LING,499,Please see UGRD Calendar,,,
46882,SEL TOPICS IN LOYC,LOYC,298,Please see UGRD Calendar,,,
46883,Selected Topics in the Loyola College for Diversity and Sustainability,LOYC,398,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",,,
46884,TOPICS IN THE HUMANITIES I,LUCC,320,Please see UGRD Calendar,,,
46885,TOPICS IN THE HUMANITIES III,LUCC,326,Please see UGRD Calendar,,,
46886,TOPICS IN THE HUMANITIES IV,LUCC,328,Please see UGRD Calendar,,,
46887,TOPICS IN SOCIAL SCIENCES I,LUCC,340,Please see UGRD Calendar,,,
46888,SPECIAL COLLEGE SEMINAR,LUCC,398,Please see UGRD Calendar,,,
46889,LONERGAN COLLEGE SEMINAR,LUCC,399,Please see UGRD Calendar,,,
46890,LUCC SELECTED PROBLEMS,LUCC,498,Please see UGRD Calendar,,,
46891,LUCC SELECTED TOPICS,LUCC,499,Please see UGRD Calendar,,,
46892,TOPICS/MATH & COMP. FINANCE,MACF,491,Please see UGRD Calendar,,,
46893,SPEC TOP/HUMAN RESOURCE MGMT,MANA,498,Please see UGRD Calendar,,,
46894,SPECIAL TOPICS IN ARABIC,MARA,398,Please see UGRD Calendar,,,
46895,ADVANCED TOPICS IN MARKETING,MARK,498,Please see UGRD Calendar,,,
46896,TOPICS IN MATH & STATS,MAST,397,Please see UGRD Calendar,,,
46897,READINGS IN MATH EDUC. II,MAST,647,Please see GRAD Calendar,,,
46898,Topics in Analysis,MAST,661,Please see GRAD Calendar,,,
46899,READING COURSE IN ANALYSIS,MAST,667,Please see GRAD Calendar,,,
46900,TOPICS/STATS & PROBABILITY,MAST,679,Please see GRAD Calendar,,,
46901,Topics in Applied Mathematics,MAST,680,Please see GRAD Calendar,,,
46902,RDG CRS/APPLIED MATHEMATICS,MAST,686,Please see GRAD Calendar,,,
46903,READING COURSE IN ALGEBRA,MAST,697,Please see GRAD Calendar,,,
46904,TOPICS IN ALGEBRA,MAST,699,Please see GRAD Calendar,,,
46905,RDG CRS/ACTUARIAL MATH,MAST,728,Please see GRAD Calendar,,,
46906,SEL TOPICS IN ACTUARIAL MATH,MAST,729,Please see GRAD Calendar,,,
46907,SEL TOPICS IN NUMBER THEORY,MAST,833,Please see GRAD Calendar,,,
46908,SEL TOP/COMPUTAT'L ALGEBRA,MAST,834,Please see GRAD Calendar,,,
46909,SELECTED TOPICS IN ANALYSIS,MAST,837,Please see GRAD Calendar,,,
46910,SELECTED TOPICS - PURE MATH,MAST,838,Please see GRAD Calendar,,,
46911,SELECTED TOPICS IN MATH PHYSICS,MAST,856,Please see GRAD Calendar,,,
46912,SEL TOPICS DIFF'L GEOMETRY,MAST,857,Please see GRAD Calendar,,,
46913,SEMINAR/MATHEMATICAL PHYSICS,MAST,858,Please see GRAD Calendar,,,
46914,SEL TOPICS DYN SYSTEMS,MAST,865,Please see GRAD Calendar,,,
46915,"SELECTED TOPICS IN PROBABILITY, STATISTICS & ACTUARIAL MATHEMATICS",MAST,881,Please see GRAD Calendar,,,
46916,SEM/PROB/STATS/ACT MATH,MAST,889,Please see GRAD Calendar,,,
46917,SEMINAR IN NUMBER THEORY,MAST,898,Please see UGRD Calendar,,,
46918,SEM IN PROB/STATS/ACT MATH,MAST,899,Please see GRAD Calendar,,,
46919,ADV TOP IN ELEMENTARY MATH,MATH,304,Please see UGRD Calendar,,,
46920,SELECTED TOPICS IN MATH I,MATH,307,Please see UGRD Calendar,,,
46921,SELECTED TOPICS IN MATH II,MATH,309,Please see UGRD Calendar,,,
46922,SELECTED TOPICS IN MATH.,MATH,395,Please see UGRD Calendar,,,
46923,TOPICS-PROBABILITIES + STATS,MATH,407,Please see UGRD Calendar,,,
46924,READINGS/PURE & APPLIED MATH,MATH,495,Please see UGRD Calendar,,,
46925,ADVANCED TOPICS IN MATH,MATH,499,Please see UGRD Calendar,,,
46926,TOPOLOGY,MATH,567,Please see GRAD Calendar,,,
46927,SEL TOP/ACTUARIAL MATHEMAT'S,MATH,729,Please see GRAD Calendar,,,
46928,SELECTED TOPICS/NUMBER THRY,MATH,833,Please see GRAD Calendar,,,
46929,SEL TOP/MATHEMATICAL PHYSICS,MATH,856,Please see GRAD Calendar,,,
46930,SEL TOP/DYNAMICAL SYSTEMS,MATH,865,Please see GRAD Calendar,,,
46931,"SEL TOP/PROBAB,STAT,ACTU MAT",MATH,881,Please see GRAD Calendar,,,
46932,SEL TOP.-COMPUTAT'L ALGEBRA,MATH,894,Please see GRAD Calendar,,,
46933,SEL TOPS/CHINESE LANG/CLTRE,MCHI,398,Please see UGRD Calendar,,,
46934,SPECIAL TOPICS IN MCHI,MCHI,399,Please see UGRD Calendar,,,
46935,TOPICS IN MECHANICAL ENG. I,MECH,691,Please see GRAD Calendar,,,
46936,TOPICS IN MECHANICAL ENGR II,MECH,790,Please see GRAD Calendar,,,
46937,SPECIAL TOPICS MODERN GREEK,MGRK,398,Please see UGRD Calendar,,,
46938,SPECIAL TOPICS IN MHIS,MHIS,398,"A study of a selected area not available in other courses in music history.
Prerequisite: Written permission of the Department of Music.",,,
46939,SPECIAL TOPICS IN MHIS,MHIS,498,"A study of a selected period, area, or contribution. In a given year, the study may examine any significant aspect of Western, non-Western, or other musics. 
Prerequisite: 12 credits in Music and written permission of the Department of Music.",,,
46940,SPECIAL TOPICS IN MODL,MODL,298,Please see UGRD Calendar,,,
46941,SPECIAL TOPICS IN MODL,MODL,299,Please see UGRD Calendar,,,
46942,SPEC TOP:STUD-MODERN LANG I,MODL,300,Please see UGRD Calendar,,,
46943,SPEC TOP:STUD-MODERN LANG II,MODL,301,Please see UGRD Calendar,,,
46944,SPEC TOPICS IN MOD LANGUAGE,MODL,398,Please see UGRD Calendar,,,
46945,SPEC TOPICS MODERN LANGUAGES,MODL,399,Please see UGRD Calendar,,,
46946,ADV TOP:STUD-MODERN LANG I,MODL,400,Please see UGRD Calendar,,,
46947,ADV TOP:STUD-MODERN LANG II,MODL,401,Please see UGRD Calendar,,,
46948,ADVANCED TOPICS IN MODL,MODL,498,Please see UGRD Calendar,,,
46949,ADVANCED TOPICS IN MODL,MODL,499,Please see UGRD Calendar,,,
46950,SPECIAL TOPICS IN MOD. LANG.,MODZ,298,Please see UGRD Calendar,,,
46952,SPECIAL TOPICS IN MPER,MPER,398,"A study of a selected area not available in other courses in music performance.
Prerequisite: Written permission of the Department of Music.",,,
46953,SPECIAL TOPICS IN MPER,MPER,498,"A seminar/workshop in performance. Selected problems in the development of performance skills. The areas covered are, whenever possible, determined by the specific interests of the students. Topics in any given year may include technique, practice, style, interpretation, accompaniment, ensemble, teaching children, the adult student.
Prerequisite: Written permission of the Department of Music.",,,
46954,SPECIAL TOPICS IN MPER,MPER,499,"A seminar/workshop in performance. Selected problems in the development of performance skills. The areas covered are, whenever possible, determined by the specific interests of the students. Topics, in any given year, may include technique, practice, style, interpretation, accompaniment, ensemble, teaching children, the adult student.
Prerequisite: Written permission of the Department of Music.",,,
